drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
triamcinolone,-0.09740230441093445,-0.06799044087529182,-0.2789981961250305,0.1404220461845398,0.14797468859962418,8,8,0.625,Glucocorticoid receptor agonist,NR3C1,0.3223,0.9432089385474861,0.6778,0.9959538834951457
miglitol,-0.0967492163181305,-0.02363748848438263,-0.23525840044021606,0.33420687913894653,0.21445476409859107,4,4,0.75,Glucosidase inhibitor,GAA,0.3242,0.9432089385474861,0.6758,0.9959538834951457
nateglinide,-0.09617233276367188,-0.06249752214976719,-0.2737554609775543,0.18831199407577515,0.16516026932985425,7,7,0.5714285714285714,Insulin secretagogue,KCNJ11,0.3715,0.9445910891089109,0.6288,0.9959538834951457
vecuronium,-0.09577416814863682,-0.06306657055392861,-0.2517167031764984,0.1331099569797516,0.15081928298330077,8,8,0.625,Acetylcholine receptor antagonist,CHRNA2,0.3301,0.9432089385474861,0.6699,0.9959538834951457
GW-441756,-0.09521381556987762,-0.06142396852374077,-0.282573938369751,0.23475179076194763,0.15115653405424223,12,12,0.6666666666666666,Growth factor receptor inhibitor,NTRK1,0.322,0.9432089385474861,0.678,0.9959538834951457
antimycin-a,-0.0936676412820816,-0.013430669903755188,-0.1955958902835846,0.18222659826278687,0.1381045406363444,12,12,0.5833333333333334,ATP synthase inhibitor,CYCS,0.3288,0.9432089385474861,0.6713,0.9959538834951457
prednisone,-0.09356500208377838,-0.02268354967236519,-0.14877201616764069,0.2451678216457367,0.15632869162673083,4,4,0.75,Glucocorticoid receptor agonist,NR3C1,0.3349,0.9445910891089109,0.6651,0.9959538834951457
sildenafil,-0.09337547421455383,-0.07989479005336761,-0.29454272985458374,0.26096388697624207,0.15703325861892656,10,10,0.8,Phosphodiesterase inhibitor,PDE5A,0.3382,0.9445910891089109,0.6618,0.9959538834951457
pterostilbene,-0.09077725559473038,-0.055078970889250435,-0.24856805801391602,0.2919734716415405,0.18394790595312402,6,6,0.6666666666666666,PPAR receptor agonist,PTGS2,0.3491,0.9445910891089109,0.6509,0.9959538834951457
securinine,-0.09077394008636475,-0.09077394008636475,-0.09077394008636475,-0.09077394008636475,0.0,1,1,1.0,TP53 activator,GABRA1,0.4538,0.9996,0.5462,0.9719572413793103
vinblastine,-0.09072758257389069,-0.024434033494729262,-0.2150372564792633,0.14405399560928345,0.13822109915867192,13,13,0.5384615384615384,Tubulin inhibitor,TUBB,0.358,0.9445910891089109,0.6428,0.9959538834951457
calcitriol,-0.08950918912887573,-0.008639314999947181,-0.25406408309936523,0.22837841510772705,0.1796497851565904,13,13,0.5384615384615384,Vitamin D receptor agonist,VDR,0.3658,0.9445910891089109,0.6349,0.9959538834951457
cycloheximide,-0.08949926495552063,-0.041892826557159424,-0.21788957715034485,0.1939024031162262,0.14094639262959058,14,14,0.6428571428571429,Protein synthesis inhibitor,RPL3,0.3405,0.9445910891089109,0.6595,0.9959538834951457
milnacipran,-0.08892153203487396,-0.06908172865708669,-0.2469225525856018,0.17974179983139038,0.15000788558280181,6,6,0.6666666666666666,Serotonin reuptake inhibitor,SLC6A2,0.3546,0.9445910891089109,0.6454,0.9959538834951457
anisomycin,-0.08835535496473312,-0.08835535496473312,-0.08835535496473312,-0.08835535496473312,0.0,1,1,1.0,,,0.4589,0.9996,0.5415,0.9719572413793103
NNC-63-0532,-0.08829742670059204,-0.08829742670059204,-0.11149829626083374,-0.06509655714035034,0.0232008695602417,2,2,1.0,Opioid receptor agonist,OPRL1,0.3149,0.9432089385474861,0.6851,0.9959538834951457
fluticasone,-0.08761869370937347,-0.09629067331552506,-0.287970632314682,0.09082362055778503,0.1178976932803541,10,10,0.8,Glucocorticoid receptor agonist,NR3C1,0.365,0.9445910891089109,0.635,0.9959538834951457
AG-490,-0.0862363800406456,-0.04013276845216751,-0.260250449180603,0.13178062438964844,0.12979090867697474,12,12,0.5833333333333334,JAK inhibitor,JAK2,0.3684,0.9445910891089109,0.6316,0.9959538834951457
PD-123319,-0.08484169840812683,-0.05776765445868174,-0.2425406277179718,0.1630534529685974,0.17637219859876244,6,6,0.5,Angiotensin antagonist,AGTR2,0.3673,0.9445910891089109,0.6327,0.9959538834951457
fulvestrant,-0.08434921503067017,0.0005650619665781657,-0.35117998719215393,0.27551349997520447,0.20105993194043575,9,9,0.5555555555555556,Estrogen receptor antagonist,ESR1,0.4095,0.9892677419354838,0.5909,0.9959538834951457
MMPX,-0.08346852660179138,-0.026975830396016438,-0.15342876315116882,0.1559697985649109,0.13247751014529016,3,3,0.6666666666666666,,,0.4522,0.9996,0.5478,0.9719572413793103
benazepril,-0.08344537019729614,-0.01976656062262399,-0.19727778434753418,0.19373685121536255,0.14400204267605737,7,7,0.5714285714285714,Angiotensin converting enzyme inhibitor,ACE,0.4338,0.9996,0.5671,0.9890378839590445
AMG-9810,-0.08332784473896027,-0.08332784473896027,-0.31012532114982605,0.14346963167190552,0.22679747641086578,2,2,0.5,TRPV antagonist,TRPV1,0.3264,0.9432089385474861,0.6736,0.9959538834951457
floxuridine,-0.08319951593875885,-0.04526322893798351,-0.2451164722442627,0.16799485683441162,0.12860923887093093,8,8,0.625,,,0.3786,0.9530275862068965,0.6214,0.9959538834951457
YM-155,-0.08259111642837524,-0.029995866119861603,-0.19091761112213135,0.1650763750076294,0.11942559898559284,9,9,0.5555555555555556,Survivin inhibitor,BIRC5,0.4198,0.9892677419354838,0.5811,0.995428
SANT-1,-0.08165419846773148,-0.04879758134484291,-0.12912863492965698,0.09724670648574829,0.08706185950641657,4,4,0.75,Smoothened receptor antagonist,SHH,0.3652,0.9445910891089109,0.6348,0.9959538834951457
PD-166793,-0.08163182437419891,-0.08163182437419891,-0.20802322030067444,0.04475957155227661,0.12639139592647552,2,2,0.5,Collagenase inhibitor,MMP2,0.3304,0.9432089385474861,0.6696,0.9959538834951457
cytarabine,-0.0807676836848259,-0.06136148236691952,-0.19750460982322693,0.1121654212474823,0.10936516598622263,8,8,0.75,Ribonucleotide reductase inhibitor,POLA1,0.3864,0.954685576923077,0.6136,0.9959538834951457
benzydamine,-0.08042749762535095,-0.07244902849197388,-0.2508327066898346,0.18794286251068115,0.15821910573742745,7,7,0.7142857142857143,,,0.4442,0.9996,0.5567,0.977572852233677
P-1075,-0.08030746132135391,-0.01853524148464203,-0.30021750926971436,0.24311836063861847,0.19237261482215545,8,8,0.625,ATP channel activator,KCNJ11,0.3886,0.954685576923077,0.6114,0.9959538834951457
aloisine,-0.07955674454569817,-0.05613417737185955,-0.29726091027259827,0.13974487781524658,0.1399655959787759,12,12,0.5833333333333334,CDK inhibitor,CDK2,0.4,0.9779904306220096,0.6,0.9959538834951457
ribavirin,-0.07817941904067993,-0.03418935835361481,-0.1776476800441742,0.17050117254257202,0.13028236548831917,6,6,0.6666666666666666,Antiviral,IMPDH1,0.3856,0.954685576923077,0.6144,0.9959538834951457
josamycin,-0.07755284011363983,-0.07755284011363983,-0.21936622262001038,0.06426054239273071,0.14181338250637054,2,2,0.5,,,0.3414,0.9445910891089109,0.6586,0.9959538834951457
norgestimate,-0.07752552628517151,-0.07752552628517151,-0.07752552628517151,-0.07752552628517151,0.0,1,1,1.0,Progesterone receptor agonist,PGR,0.4789,0.9996,0.5211,0.9644433212996391
GDC-0068,-0.07731447368860245,-0.09697933048009873,-0.33108800649642944,0.19338920712471008,0.16152103807143936,10,10,0.7,Akt inhibitor,AKT3,0.4067,0.9892677419354838,0.5933,0.9959538834951457
calcipotriol,-0.07658854126930237,0.008372634649276733,-0.12203013896942139,0.22373658418655396,0.1534111203500929,3,3,0.6666666666666666,Vitamin D receptor agonist,VDR,0.4695,0.9996,0.531,0.9719572413793103
resorcinol,-0.07525426894426346,-0.01397987880877086,-0.21945396065711975,0.20285165309906006,0.15323019143885488,7,7,0.5714285714285714,,,0.4599,0.9996,0.5407,0.9719572413793103
equilin,-0.07457305490970612,-0.03331854492425919,-0.2600981295108795,0.24309846758842468,0.16565465022444795,10,10,0.6,Estrogen receptor agonist,HSD17B1,0.4162,0.9892677419354838,0.5838,0.995428
cyanocobalamin,-0.07366423308849335,-0.07366423308849335,-0.08334106206893921,-0.06398740410804749,0.009676828980445862,2,2,1.0,Vitamin B,MMUT,0.3502,0.9445910891089109,0.6498,0.9959538834951457
metoprolol,-0.07227452099323273,-0.07227452099323273,-0.23512929677963257,0.09058025479316711,0.16285477578639984,2,2,0.5,Adrenergic receptor antagonist,ADRB1,0.3531,0.9445910891089109,0.6469,0.9959538834951457
esculin,-0.0706653892993927,-0.08765245079994202,-0.19953247904777527,0.04747450351715088,0.0881362551220555,5,5,0.8,,,0.4827,0.9996,0.5179,0.9644433212996391
labetalol,-0.0703062117099762,-0.07898775807448796,-0.31609639525413513,0.22742486000061035,0.1744836320428149,7,7,0.7142857142857143,Adrenergic receptor antagonist,ADRA1D,0.4858,0.9996,0.5144,0.9644433212996391
nicardipine,-0.07024329900741577,-0.0115471879641215,-0.147358238697052,0.18295997381210327,0.14109442575220307,3,3,0.6666666666666666,Calcium channel blocker,CACNA1C,0.4908,0.9996,0.5093,0.9644433212996391
estriol,-0.06902819871902466,-0.04914403764101175,-0.2789353132247925,0.2637268602848053,0.19247443192463398,13,13,0.6153846153846154,Estrogen receptor agonist,ESR1,0.4831,0.9996,0.518,0.9644433212996391
NCS-382,-0.06900006160140038,-0.04328774847090244,-0.34726986289024353,0.17545092105865479,0.16085315382958063,12,12,0.5833333333333334,GABA receptor antagonist,GABBR1,0.4493,0.9996,0.5507,0.9719572413793103
eplerenone,-0.06894046068191528,-0.020139327645301817,-0.21110564470291138,0.20923501253128052,0.17319180053625122,5,5,0.6,Cytochrome P450 inhibitor,NR3C2,0.4935,0.9996,0.5069,0.9644433212996391
BMS-509744,-0.06874346733093262,-0.06874346733093262,-0.25676244497299194,0.11927551031112671,0.18801897764205933,2,2,0.5,,,0.3602,0.9445910891089109,0.6398,0.9959538834951457
