drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
sulbactam,-0.14090502262115479,-0.14090502262115479,-0.14090502262115479,-0.14090502262115479,0.0,1,1,1.0,,,0.2758,0.964715923566879,0.7244,0.9840438320209974
prednicarbate,-0.14070221781730652,-0.14070221781730652,-0.1670743227005005,-0.11433011293411255,0.02637210488319397,2,2,1.0,Phospholipase activator,NR3C1,0.1755,0.9187676767676768,0.8245,1.0
topotecan,-0.14066791534423828,-0.1664448065890206,-0.24310511350631714,-0.07705411314964294,0.05814986464399123,9,9,1.0,Topoisomerase inhibitor,TOP1,0.0778,0.7099249999999999,0.9225,1.0
biotin,-0.14036837220191956,-0.14036837220191956,-0.15087604522705078,-0.12986069917678833,0.010507673025131226,2,2,1.0,,,0.1762,0.9187676767676768,0.8238,1.0
GW-441756,-0.14031223952770233,-0.11517091592152913,-0.2817351222038269,0.11904728412628174,0.10674586819867726,12,12,0.8333333333333334,Growth factor receptor inhibitor,NTRK1,0.0485,0.6132,0.9515,1.0
olopatadine,-0.13988478481769562,-0.13988478481769562,-0.18888205289840698,-0.09088751673698425,0.048997268080711365,2,2,1.0,Histamine receptor antagonist,HRH1,0.178,0.9187676767676768,0.822,1.0
cyclosporin-a,-0.139694482088089,-0.09279336780309677,-0.26329678297042847,0.1768207550048828,0.15103690582242824,16,16,0.75,Calcineurin inhibitor,PPIA,0.0261,0.4302290322580646,0.9739,1.0
eplerenone,-0.1393076479434967,-0.052306187152862546,-0.18579965829849243,0.1205635666847229,0.13760726342750065,5,5,0.6,Cytochrome P450 inhibitor,NR3C2,0.1431,0.8917573170731707,0.8571,1.0
rifabutin,-0.13921405375003815,-0.11204905382224492,-0.2951255440711975,0.12683448195457458,0.14704429861835094,7,7,0.7142857142857143,,,0.103,0.7740147058823529,0.8975,1.0
cefixime,-0.1392078399658203,-0.11507957511478001,-0.18924400210380554,0.14430564641952515,0.09656358967403948,9,9,0.8888888888888888,,,0.0831,0.7266593220338984,0.9169,1.0
dihydrexidine,-0.1390112340450287,-0.08749469369649887,-0.2311997413635254,0.17652744054794312,0.14169271204147887,8,8,0.75,Dopamine receptor agonist,DRD1,0.0839,0.7266593220338984,0.9162,1.0
niacin,-0.13894884288311005,-0.06982853511969249,-0.2651812434196472,0.20347052812576294,0.16061000645638565,6,6,0.6666666666666666,Vitamin B,HCAR2,0.1099,0.8022699999999999,0.8901,1.0
OBAA,-0.13855575025081635,-0.12125514447689056,-0.3073616325855255,0.19375526905059814,0.13708614505829378,12,12,0.8333333333333334,Phospholipase inhibitor,PLA2G1B,0.0546,0.6341045454545454,0.9454,1.0
esculin,-0.1381283402442932,-0.1014588475227356,-0.21526357531547546,0.08971446752548218,0.10717655282460814,5,5,0.8,,,0.1506,0.9161500000000001,0.8498,1.0
