drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
norgestrel,-0.09966160356998444,-0.0802030861377716,-0.15301626920700073,0.05727216601371765,0.0669198302311031,6,6,0.8333333333333334,,,0.1286,0.7914416666666666,0.8714,1.0
picrotoxin,-0.09942242503166199,-0.07810792823632558,-0.21853524446487427,0.13440322875976562,0.1082175410988873,6,6,0.8333333333333334,GABA receptor antagonist,GABRA1,0.1301,0.7914416666666666,0.8699,1.0
cyclosporin-a,-0.09922689199447632,-0.06135410536080599,-0.18812090158462524,0.2017192244529724,0.10510812776723866,16,16,0.8125,Calcineurin inhibitor,PPIA,0.0376,0.48034,0.9625,1.0
fluphenazine,-0.09900122880935669,-0.049249761634402804,-0.1942482590675354,0.1624569296836853,0.12552593861698036,9,9,0.6666666666666666,Dopamine receptor antagonist,DRD1,0.0988,0.7012055555555556,0.9016,1.0
nicardipine,-0.09830653667449951,-0.04464855293432871,-0.13786420226097107,0.10222508013248444,0.10510344204432263,3,3,0.6666666666666666,Calcium channel blocker,CACNA1C,0.2266,0.8882772727272727,0.7737,1.0
brucine,-0.09824830293655396,-0.08684004204613822,-0.18464535474777222,0.10409492254257202,0.08339756509322303,7,7,0.8571428571428571,,,0.1332,0.7917629213483146,0.8671,1.0
tofacitinib,-0.0977293848991394,-0.08517664857208729,-0.19565841555595398,0.10428211092948914,0.07952845977663485,8,8,0.875,JAK inhibitor,JAK1,0.113,0.749909090909091,0.887,1.0
securinine,-0.09763264656066895,-0.09763264656066895,-0.09763264656066895,-0.09763264656066895,0.0,1,1,1.0,TP53 activator,GABRA1,0.3135,0.9224431034482758,0.6866,1.0
isradipine,-0.09737473726272583,-0.07885471837861198,-0.18410664796829224,0.08316901326179504,0.1018890275786778,7,7,0.7142857142857143,Calcium channel blocker,CACNA1C,0.1379,0.7917629213483146,0.8625,1.0
rutin,-0.09688800573348999,-0.06781118764327122,-0.20532581210136414,0.18865954875946045,0.10526937103750265,13,13,0.7692307692307693,Antioxidant,AKR1C3,0.0795,0.6728166666666667,0.9209,1.0
