drug,median_score,mean_score,min_score,max_score,std_score,n_signatures,n_cell_lines,frac_negative,moa,target,pval_reversal,fdr_reversal,pval_mimicking,fdr_mimicking
nelfinavir,-0.11001501977443695,-0.07362533041409083,-0.12988519668579102,0.14112228155136108,0.09040393789995589,7,7,0.8571428571428571,HIV protease inhibitor,CYP1A2,0.0837,0.5940375,0.9163,1.0
OBAA,-0.10980893671512604,-0.09250414247314136,-0.20085686445236206,0.06588949263095856,0.08020788378019988,12,12,0.8333333333333334,Phospholipase inhibitor,PLA2G1B,0.0294,0.326595652173913,0.9706,1.0
austricine,-0.1093238815665245,-0.12506743893027306,-0.18237394094467163,-0.09924805164337158,0.033496533420698166,4,4,1.0,,,0.12,0.7143354166666667,0.88,1.0
megestrol-acetate,-0.10908465832471848,-0.08352025225758553,-0.2740550935268402,0.15814340114593506,0.1565248589301273,4,4,0.75,DNA inhibitor,PGR,0.1209,0.7143354166666667,0.8791,1.0
cyanocobalamin,-0.10901844501495361,-0.10901844501495361,-0.1141817569732666,-0.10385513305664062,0.005163311958312988,2,2,1.0,Vitamin B,MMUT,0.1681,0.8421480392156863,0.8319,1.0
estrone,-0.10895389318466187,-0.0593323376443651,-0.13081717491149902,0.12003371119499207,0.09260223229460703,9,9,0.7777777777777778,Estrogen receptor agonist,ESR1,0.0631,0.5038140625,0.9372,1.0
perindopril,-0.1075434684753418,-0.1075434684753418,-0.1075434684753418,-0.1075434684753418,0.0,1,1,1.0,Angiotensin converting enzyme inhibitor,ACE,0.266,0.9080076923076924,0.7346,1.0
vincamine,-0.10685479640960693,-0.050717121362686156,-0.23213458061218262,0.13883280754089355,0.13469553735072096,5,5,0.6,,,0.1342,0.7143354166666667,0.8663,1.0
streptozotocin,-0.10656179487705231,-0.10656179487705231,-0.1432792842388153,-0.0698443055152893,0.036717489361763,2,2,1.0,,,0.1762,0.8479837837837838,0.8238,1.0
capsaicin,-0.10646246373653412,-0.039953374436923435,-0.14977353811264038,0.18678900599479675,0.12311837467221577,7,7,0.7142857142857143,TRPV agonist,TRPV1,0.1023,0.6954909090909092,0.8978,1.0
lacidipine,-0.1060701385140419,-0.13231700907150903,-0.20851489901542664,-0.09199070930480957,0.04697232713603482,6,6,1.0,Calcium channel blocker,CACNA1C,0.1046,0.6954909090909092,0.8954,1.0
nizatidine,-0.10502225160598755,-0.06942351162433624,-0.1701403260231018,0.16230185329914093,0.11178188166508599,10,10,0.8,Histamine receptor antagonist,HRH2,0.0584,0.4892196721311476,0.9416,1.0
tribenoside,-0.10488651692867279,-0.10488651692867279,-0.10872545838356018,-0.1010475754737854,0.00383894145488739,2,2,1.0,,,0.1822,0.8479837837837838,0.8178,1.0
cefepime,-0.10469281673431396,-0.10469281673431396,-0.1361890435218811,-0.07319658994674683,0.03149622678756714,2,2,1.0,,,0.1828,0.8479837837837838,0.8172,1.0
roxithromycin,-0.1043451651930809,-0.1043451651930809,-0.1373511701822281,-0.07133916020393372,0.033006004989147186,2,2,1.0,,,0.1841,0.8479837837837838,0.8159,1.0
flunisolide,-0.10315905511379242,-0.08380099634329478,-0.183865487575531,0.07392659783363342,0.07842858297887102,12,12,0.8333333333333334,Cytochrome P450 inhibitor,NR3C1,0.0536,0.45649333333333336,0.9464,1.0
GSK-1059615,-0.10278743505477905,-0.08742303578626542,-0.1977546215057373,0.10075289011001587,0.0890554174781354,21,21,0.8095238095238095,,,0.0231,0.28105,0.977,1.0
rifaximin,-0.10263513028621674,-0.0886638214190801,-0.17079252004623413,0.050126492977142334,0.07181896293564632,6,6,0.8333333333333334,RNA synthesis inhibitor,NR1I2,0.1242,0.7143354166666667,0.8758,1.0
docetaxel,-0.10245633125305176,-0.0896482425076621,-0.17730998992919922,0.11681556701660156,0.0903961593778712,7,7,0.8571428571428571,Tubulin inhibitor,TUBB,0.1254,0.7143354166666667,0.8747,1.0
idarubicin,-0.10223779082298279,-0.12127196788787842,-0.21164202690124512,-0.0635189414024353,0.04600994148988232,7,7,1.0,Topoisomerase inhibitor,TOP2A,0.1272,0.7143354166666667,0.8734,1.0
amantadine,-0.10204081237316132,-0.10204081237316132,-0.11765319108963013,-0.0864284336566925,0.015612378716468811,2,2,1.0,,,0.1921,0.8548008,0.8079,1.0
nisoldipine,-0.10167330503463745,-0.12287277976671855,-0.18336063623428345,-0.08358439803123474,0.043404206587034755,3,3,1.0,Calcium channel blocker,CACNA1C,0.219,0.8566076335877862,0.7812,1.0
